id,user,user_id,date,rating,title,text
Z3A6QU9xcFRPR2ViMEN1Q1lJdWs5YV9VazRwSmNhY0Z2LURzTUZNSUQyWTZzUnp2WEJpeGVaLXdwRFZTSjlxXzQzTnV6UUtLc1BXM2p0Q1R5MGNTR3pOVTVV,Suhas Humne,108634091043881364376,"March 31, 2014",1,Not working,I am not able to sign up.... Do not Download Not worth ....
Z3A6QU9xcFRPSFJjMDFLM1BXWEFtUXdYTlF1TmZDaFFuWXlvcVd1d1k5Q1VfTGhTdmhwM1lLNFdjT1BEQjR2cnVQSkdQaDFOc2hZbjlYVTdmQVdTSUE1MDc4,jj gittes,100955471101027320427,"March 31, 2014",1,Sign up link will not work,I can live my life without Bill Gates and co. .....  This level of my incompetence cements my anti Microsoft pov
Z3A6QU9xcFRPRVp1N1ZGN3l5ZHp1SWRBdjl6VDV2ckRTcnpxUnh1WkZjUGVkR3M2T2I3NnVPLWRDcGltdWFFalhFWEg0TXhEa3MwT1hISXlNTm51WHJkeTVF,JB Yoon,116305069557039347692,"March 31, 2014",1,not for table not for Galaxy Note Pro. Only for iPad,it doesnt work on Galaxy Note Pro. i thought it would be beneficial . on Big Screen. MS doesnt like Android.  only for iPad.
Z3A6QU9xcFRPR21JV1EyVWVXQ1l5Unh4SUx1bzZHNHlvRlYzYnVJR0lZM3pqV0twc2tidDAtTGwwaE45SmtweVpLVnFTZ182ak53TTUyUHZRcUlMQXprNEl3,Avijeet Tomer,112276278526515225758,"March 31, 2014",3,Not ready,"Unable to render diagrams in .doc files created in desktop version of Word. OfficeSuite pro by Mobile Systems Inc is able to do that well. Also, can't browse through to open files available on device from within the app, have to view file system to find them and have them open with this app."
Z3A6QU9xcFRPRWhiaXpsVmJWVWJpZ1JHMUZwSTQ4RmRZbHZtZHYxTmdXMlBYT1ZON2psNDNCa3hWYnVyU19udVB4X0h6NGlPNHJlTGtGOVN6ZTg0c2QzTGpN,Jegedeesh V,108530956401535404772,"March 31, 2014",4,Good,Finally..  This really is a good move by Microsoft to make this free.
Z3A6QU9xcFRPSGZFZDJOLVJwOXR6VkhhdlJSc2dQQ1J5NV9iUVZ6VXRaRHNqT1ltMmRQU0h3NmJtV3YxZHNQZG9NcHJTRk9CcVBpSGlna0l4MWMxQnp2M3ln,Herry Santoso,110858031210580204107,"March 31, 2014",5,Good apps.,This is the apps what I have been looking for so far.
Z3A6QU9xcFRPSDBCZGFYd0E0QTJpVzIxQlhVOV9jWEtZQjlMcEZBcVhza3lQYnFrYlFieDNCVG43bFN4amc0RUlHajAtZDJLQXIwVGlYckxodC0yQjZHZWI4,Patsy Ong,117882867645115032064,"March 31, 2014",1,"",Not compatible with HTC One
Z3A6QU9xcFRPSG9rSnE4WFh1UnU5VlNVN2NfUVBwakFUU1dKZUppM3d1bFpidy1Cd2ZmTHRjXzEzMTlJa2VRLWRmWGZfZjYxZTU3VFN3RmRHNVNiNjFZdzRJ,Davis Rana,107042660142818004616,"March 31, 2014",3,Cannot open password protected office documents,Please add a feature to open open password protected office documents.
Z3A6QU9xcFRPRmNZbmYwTW0wVExTbm96QlVWV2owRDdIYWJWOE5nWlhwV2ZWbXdSYzY0a21oOVVnaWdkREpxTG1FSTVVOHl4ZE04Z0VIaUMzeXFOcW9SWkt3,Kapil Chaudhary,114559640808847661246,"March 31, 2014",2,Can't get it Started.,After login can't get it worked.
Z3A6QU9xcFRPR215TElsaTdJbnZPRjUxRV9zdHQxWW5Vdk9tS04tdlhtRjBNcU9qQjFFT2EwcmVmYUdsME1TR1NZclp2Tm5hZzcxclg5TEF6WGdMSU04bEhR,KARAN J. S. JASUJA,108054534273139361583,"March 31, 2014",2,Uninstalled,Kings office much much better
Z3A6QU9xcFRPRTktY1l2S1VERWtTZUxoZ0dRdXJUU1hvVTZab1JENFh2RXZTMlB4WXh4ZUlwdDdSTi1lalBPVkQzR2U5Szl5a1VtS3V4YUM1dndVOG9fZ3dz,Bing Sheng Lim,102057750504760379530,"March 31, 2014",1,Unable to use wireless keyboard,"Tried it on 2 devices. I'm sure my keyboard is working. However, when I'm in the office app, just would type anything. Media buttons on keyboard are working though. I can only use the on screen keyboard for any typing into the app."
Z3A6QU9xcFRPRzhJYUtYTnU4cFZIUDlzTHpteUN1NzB0ODVJVU5SbS1TMjN3MDRWZV9wLXdCQlo5QlRzUTduSlFSWG5HUjRKdEtxaEREMmU2d29FYWNldXJn,adeleke simeon,108437958676497541335,"March 31, 2014",3,Android 4.2.2,"I can't sign up, why?"
Z3A6QU9xcFRPR2Q2WkZzaWdPRlpjUkJWWlpTMjhiWWp4WC0yaDlIMEtlWEk5SFJzQ3RIXzhzV0RVYmZoQ0swVHdGXzlhQjJ4OXZkZnF4MjVlTl9tWEZrVTdJ,Seho CJ KX,117205765033505844120,"March 31, 2014",1,"",Cant even sign in. WTF? So much for the user friendliness
Z3A6QU9xcFRPRXBxNE5mQ3FVamdLTGNHXzI4dUNncnM3VFQ5cXY2Tk4xWUxfalNmdG1XbVBPN2lkc2ltZlVxOG1ocWFSNmV3SjRGZENMNGFEQy1iT1FKTW84,Alan Wong,113542027910538673009,"March 31, 2014",2,Unable to edit for home use,Unable to edit for home use
Z3A6QU9xcFRPRUhDcEVuWk92ZTR4WnVzNkNqc2tNU3NlM2pRTG9Wam4wXzQwc2Z1RFJpUk43Vi1HUVdtWHpUMmR3aGxScmlESU9nMjhraFJHdTA3VjZQbTVB,Jean Bukuru,110204555051245640654,"March 31, 2014",3,Not supported on my tablet,"Not supported on my LG G Pad 8.3 tablet, why?"
Z3A6QU9xcFRPR3k3dkM3SnM2Y2s2OURBZnBUQUJ4TGhGZXFVeGJMamNybUVXbmdPXy0yZFVUV2JqbXJxZDNua1lZaHVVUHY3NE9oMHJCTDZ2VzRVLXlvV0xz,sabin Rocker,117273425586607851470,"March 31, 2014",2,why sign up,now I have  to make  accounts for every apps. go fk ur self
Z3A6QU9xcFRPSDRRcjFiRmZtbkV2SEpLMTd1M184N1lUM1JQUVZZZmJfM0U4c3ZLY3FncnVRWlR1ZXhTRmJ2ZGVtc2U1cnRkdE9EMU9YRVZZTFFLQ1EyYVI0,mukesh vala,103374997072570613347,"March 31, 2014",5,"",Good
Z3A6QU9xcFRPR3lXZy0tLUhMVTZIV1ZkeC1SdEdJUUh0YVJOUl8xR0FvVGpwVlloNTNNcXhveW80SEtMekxxY3dsYkxQZ19VOXJIRWc5ZTNhY0VLSXRvS0R3,Marcello Pelagalli,112037864114301875105,"March 31, 2014",2,Directly dependent on one drive,It only opens docs stored in OneDrive/SkyDrive... how to limit their own app.
Z3A6QU9xcFRPSG1PX2pHTHAxWlI2a1dNODk5YW1aS2dmeG5ZYlhQNlJmUjB2RWtQX3oxSXJDczNvdnhmUmtSOXBHUEpZR0lmejZadkFWa24xZGxSSF9Ka2VN,Steven Nesbitt,115004205128295251498,"March 31, 2014",2,Expected it to be so much better :(,"Very basic app, Google QuickOffice is much better than this. Hopefully with future updates it will get better and more features will be added."
